学期	学号	日期	时间
1	362	1219	081750	
1	286	1219	081821	
1	10	1219	081823	
1	41	1219	081837	
1	500	1219	081838	
1	185	1219	081840	
1	218	1219	081859	
1	132	1219	081902	
1	449	1219	081908	
1	131	1219	081914	
1	14	1219	081919	
1	397	1219	081921	
1	212	1219	081924	
1	121	1219	081748	
1	228	1219	081749	
1	205	1219	081758	
1	413	1219	081759	
1	227	1219	081810	
1	415	1219	081827	
1	234	1219	081828	
1	274	1219	082009	
1	401	1219	082011	
1	528	1219	082143	
1	49	1219	082145	
1	225	1219	082146	
1	357	1219	082228	
1	219	1219	082300	
1	74	1219	082300	
1	42	1219	082318	
1	421	1219	082320	
1	75	1219	082321	
1	147	1219	082408	
1	520	1219	082408	
1	509	1219	082410	
1	175	1219	082428	
1	497	1219	082430	
1	277	1219	082431	
1	399	1219	082438	
1	422	1219	082439	
1	505	1219	082442	
1	389	1219	082445	
1	134	1219	082457	
1	249	1219	082506	
1	69	1219	082506	
1	139	1219	082512	
1	52	1219	082552	
1	46	1219	082555	
1	98	1219	082558	
1	384	1219	082700	
1	264	1219	082720	
1	211	1219	082722	
1	343	1219	082725	
1	2	1219	082726	
1	334	1219	082731	
1	117	1219	082733	
1	346	1219	082733	
1	254	1219	082734	
1	295	1219	082734	
1	221	1219	082736	
1	17	1219	082738	
1	360	1219	082739	
1	474	1219	082741	
1	344	1219	082821	
1	261	1219	082821	
1	308	1219	082822	
1	361	1219	082852	
1	348	1219	082853	
1	477	1219	082920	
1	403	1219	082936	
1	142	1219	082957	
1	460	1219	082958	
1	105	1219	083037	
1	116	1219	083110	
1	436	1219	083202	
1	364	1219	083400	
1	431	1219	083446	
1	302	1219	083700	
1	191	1219	083703	
1	203	1219	083811	
1	408	1219	084204	
1	182	1219	084215	
1	381	1219	084216	
1	332	1219	084409	
1	199	1219	084611	
1	513	1219	084637	
1	515	1219	084743	
1	406	1219	084845	
1	155	1219	084924	
1	318	1219	084925	
1	524	1219	085034	
1	491	1219	085131	
1	82	1219	085132	
1	441	1219	085228	
1	363	1219	085230	
1	133	1219	085345	
1	492	1219	085409	
1	262	1219	085411	
1	172	1219	085737	
1	356	1219	090424	
1	358	1219	091111	
1	396	1219	091323	
1	147	1219	094101	
1	520	1219	094102	
1	119	1219	094304	
1	215	1219	094647	
1	228	1219	094649	
1	121	1219	094650	
1	339	1219	100021	
1	449	1219	100758	
1	145	1219	102350	
1	356	1219	103509	
1	134	1219	111452	
1	363	1219	114015	
1	228	1219	114738	
1	68	1219	115023	
1	134	1219	115401	
1	288	1219	120152	
1	340	1219	121002	
1	334	1219	121416	
1	454	1219	121455	
1	46	1219	121811	
1	98	1219	121812	
1	228	1219	121905	
1	485	1219	122338	
1	17	1219	122909	
1	196	1219	124706	
1	227	1219	125311	
1	57	1219	125641	
1	175	1219	130718	
1	142	1219	132158	
1	507	1219	132654	
1	116	1219	133150	
1	536	1219	133151	
1	342	1219	133335	
1	121	1219	133615	
1	244	1219	133943	
1	357	1219	134526	
1	473	1219	134856	
1	224	1219	135018	
1	364	1219	141325	
1	145	1219	143332	
1	526	1219	144629	
1	484	1219	145052	
1	422	1219	145657	
1	399	1219	150829	
1	492	1219	151537	
1	125	1219	153911	
1	150	1219	153912	
1	525	1219	153925	
1	106	1219	161709	
1	185	1219	161807	
1	411	1219	161810	
1	213	1219	162145	
1	224	1219	162254	
1	364	1219	162255	
1	252	1219	173043	
1	52	1219	174231	
1	158	1219	175755	
1	57	1219	180947	
1	133	1219	180932	
1	342	1219	180951	
1	103	1219	181207	
1	228	1219	181920	
1	536	1219	181926	
1	227	1219	181958	
1	473	1219	182625	
1	199	1219	182626	
1	134	1219	182627	
1	105	1219	183356	
1	409	1219	183551	
1	295	1219	184357	
1	344	1219	184359	
1	182	1219	184909	
1	132	1219	184931	
1	249	1219	184943	
1	468	1219	185139	
1	274	1219	190010	
1	308	1219	190031	
1	98	1219	190055	
1	381	1219	190533	
1	261	1219	190535	
1	225	1219	190625	
1	348	1219	191221	
1	361	1219	191222	
1	262	1219	191229	
1	145	1219	191230	
1	406	1219	191232	
1	231	1219	191302	
1	339	1219	191403	
1	517	1219	191619	
1	80	1219	191908	
1	430	1219	192037	
1	92	1219	192108	
1	504	1219	192108	
1	397	1219	192210	
1	14	1219	192210	
1	114	1219	192256	
1	121	1219	195440	
1	408	1219	195513	
1	172	1219	195519	
1	302	1219	200856	
1	324	1219	205646	
1	27	1219	210534	
1	409	1219	210535	
1	274	1220	081822	
1	528	1220	082033	
1	415	1220	082316	
1	414	1220	082423	
1	384	1220	082545	
1	431	1220	082546	
1	264	1220	083120	
1	5	1220	083122	
1	192	1220	084406	
1	492	1220	085737	
1	320	1220	092020	
1	505	1220	100608	
1	80	1220	104627	
1	259	1220	104628	
1	340	1220	131300	
1	261	1220	132828	
1	12	1220	133347	
1	56	1220	133348	
1	196	1220	133600	
1	315	1220	134422	
1	504	1220	142018	
1	320	1220	142019	
1	92	1220	142020	
1	484	1220	142409	
1	106	1220	142907	
1	176	1220	143038	
1	342	1220	144437	
1	530	1220	144651	
1	104	1220	144652	
1	272	1220	150123	
1	511	1220	150855	
1	217	1220	151044	
1	358	1220	151121	
1	244	1220	151744	
1	373	1220	152441	
1	341	1220	152720	
1	77	1220	153006	
1	286	1220	153123	
1	413	1220	153124	
1	523	1220	153336	
1	330	1220	153339	
1	1	1220	153604	
1	57	1220	154122	
1	392	1220	154545	
1	263	1220	154550	
1	328	1220	154653	
1	185	1220	154704	
1	144	1220	154826	
1	144	1220	154849	
1	315	1220	154907	
1	134	1220	155123	
1	245	1220	155638	
1	82	1220	155813	
1	215	1220	161358	
1	528	1220	162419	
1	12	1220	163314	
1	406	1220	165052	
1	17	1220	165827	
1	199	1220	170523	
1	528	1220	173344	
1	415	1220	173434	
1	252	1220	174256	
1	19	1220	174654	
1	331	1220	175216	
1	290	1220	175832	
1	356	1220	180451	
1	344	1220	181217	
1	41	1220	182313	
1	449	1220	182856	
1	227	1220	183025	
1	268	1220	183541	
1	14	1220	184114	
1	397	1220	184115	
1	82	1220	184134	
1	41	1220	184801	
1	61	1220	184823	
1	446	1220	185510	
1	128	1220	185556	
1	272	1220	190008	
1	476	1220	190026	
1	247	1220	190028	
1	164	1220	190943	
1	292	1220	190944	
1	7	1220	191019	
1	274	1220	192839	
1	150	1220	193313	
1	237	1220	193631	
1	463	1220	193631	
1	265	1220	194018	
1	362	1220	194019	
1	521	1220	194019	
1	471	1220	194020	
1	507	1220	194924	
1	293	1220	202531	
1	191	1220	205029	
1	166	1220	210107	
1	400	1220	210431	
1	422	1220	210956	
1	304	1221	074031	
1	415	1221	082724	
1	440	1221	083711	
1	272	1221	085944	
1	324	1221	093519	
1	227	1221	101805	
1	492	1221	102446	
1	225	1221	103807	
1	225	1221	103856	
1	35	1221	104325	
1	133	1221	105953	
1	218	1221	122655	
1	134	1221	124123	
1	196	1221	125705	
1	324	1221	125739	
1	491	1221	130034	
1	227	1221	131840	
1	147	1221	142352	
1	304	1221	144643	
1	520	1221	144644	
1	131	1221	153118	
1	400	1221	153253	
1	386	1221	161550	
1	347	1221	161552	
1	134	1221	161703	
1	5	1221	161724	
1	274	1221	161747	
1	422	1221	161804	
1	415	1221	161834	
1	149	1221	161907	
1	41	1221	161942	
1	334	1221	161946	
1	66	1221	162038	
1	513	1221	162042	
1	286	1221	162046	
1	413	1221	162046	
1	485	1221	162125	
1	61	1221	162137	
1	116	1221	162144	
1	69	1221	162213	
1	385	1221	162256	
1	500	1221	162326	
1	121	1221	163050	
1	217	1221	163757	
1	63	1221	163825	
1	62	1221	163954	
1	164	1221	164005	
1	324	1221	164018	
1	374	1221	164031	
1	249	1221	165012	
1	357	1221	165137	
1	191	1221	165230	
1	324	1221	165911	
1	257	1221	165912	
1	10	1221	170227	
1	106	1221	170907	
1	309	1221	171047	
1	515	1221	171049	
1	199	1221	172133	
1	369	1221	172228	
1	430	1221	172229	
1	8	1221	172408	
1	328	1221	172410	
1	341	1221	174526	
1	88	1221	175045	
1	406	1221	175236	
1	528	1221	175338	
1	3	1221	180252	
1	406	1221	180327	
1	201	1221	180338	
1	507	1221	180637	
1	385	1221	180640	
1	57	1221	180821	
1	497	1221	180822	
1	274	1221	180935	
1	291	1221	181027	
1	80	1221	181807	
1	321	1221	181815	
1	259	1221	181816	
1	225	1221	181830	
1	530	1221	181917	
1	252	1221	182222	
1	46	1221	182232	
1	182	1221	182315	
1	474	1221	182810	
1	140	1221	182841	
1	344	1221	182921	
1	295	1221	182924	
1	69	1221	182954	
1	374	1221	183504	
1	265	1221	183534	
1	362	1221	183536	
1	521	1221	183536	
1	471	1221	183538	
1	334	1221	183624	
1	49	1221	183743	
1	44	1221	183813	
1	415	1221	184145	
1	331	1221	184156	
1	346	1221	184157	
1	411	1221	184204	
1	56	1221	184206	
1	369	1221	184403	
1	430	1221	184405	
1	212	1221	184421	
1	460	1221	184503	
1	494	1221	184506	
1	393	1221	184620	
1	187	1221	184710	
1	309	1221	184807	
1	515	1221	184809	
1	61	1221	184810	
1	400	1221	185101	
1	155	1221	185351	
1	10	1221	185423	
1	368	1221	185525	
1	348	1221	185812	
1	303	1221	190117	
1	201	1221	190121	
1	17	1221	190311	
1	164	1221	190500	
1	151	1221	190819	
1	244	1221	190831	
1	276	1221	191115	
1	229	1221	191116	
1	105	1221	191412	
1	416	1221	191523	
1	477	1221	191601	
1	293	1221	191647	
1	149	1221	192113	
1	145	1221	192816	
1	62	1221	192930	
1	262	1221	193236	
1	41	1221	193424	
1	139	1221	193431	
1	399	1221	194109	
1	292	1221	194211	
1	108	1221	194656	
1	19	1221	195804	
1	490	1221	195805	
1	97	1221	200948	
1	409	1221	201141	
1	169	1221	201149	
1	397	1221	201210	
1	14	1221	201215	
1	205	1221	202716	
1	205	1221	202742	
1	357	1221	202838	
1	196	1221	203758	
1	187	1221	210700	
1	460	1221	210745	
1	368	1221	210746	
1	288	1221	210817	
1	113	1221	213111	
1	58	1221	213112	
1	374	1221	213530	
1	459	1221	213703	
1	119	1221	213703	
1	274	1221	213740	
1	88	1221	223026	
1	263	1222	071611	
1	304	1222	081509	
1	328	1222	081626	
1	134	1222	083147	
1	380	1222	083433	
1	121	1222	084330	
1	344	1222	084441	
1	295	1222	084442	
1	208	1222	084516	
1	133	1222	084556	
1	224	1222	084557	
1	237	1222	084559	
1	415	1222	084722	
1	164	1222	085733	
1	41	1222	085751	
1	303	1222	085755	
1	197	1222	090103	
1	491	1222	090500	
1	3	1222	090520	
1	213	1222	090738	
1	19	1222	090823	
1	182	1222	090835	
1	348	1222	091359	
1	215	1222	091445	
1	139	1222	091448	
1	381	1222	092206	
1	407	1222	092238	
1	438	1222	092239	
1	401	1222	092241	
1	361	1222	092253	
1	68	1222	092255	
1	218	1222	092428	
1	446	1222	092813	
1	287	1222	092919	
1	46	1222	093526	
1	88	1222	093636	
1	69	1222	094049	
1	272	1222	094203	
1	227	1222	094411	
1	82	1222	095135	
1	14	1222	095239	
1	397	1222	095241	
1	61	1222	095414	
1	399	1222	095506	
1	369	1222	095935	
1	196	1222	100206	
1	356	1222	100512	
1	403	1222	100547	
1	481	1222	100847	
1	293	1222	101706	
1	98	1222	101801	
1	460	1222	102155	
1	494	1222	102156	
1	507	1222	102417	
1	505	1222	102521	
1	422	1222	102618	
1	347	1222	102711	
1	207	1222	102931	
1	97	1222	103228	
1	300	1222	103301	
1	218	1222	104356	
1	492	1222	104745	
1	106	1222	105923	
1	357	1222	110440	
1	290	1222	111156	
1	426	1222	113403	
1	342	1222	114225	
1	125	1222	114231	
1	150	1222	114233	
1	134	1222	114410	
1	285	1222	114459	
1	245	1222	114745	
1	172	1222	114951	
1	73	1222	115640	
1	416	1222	120049	
1	266	1222	120058	
1	262	1222	120100	
1	513	1222	120122	
1	98	1222	120404	
1	397	1222	120438	
1	14	1222	120449	
1	76	1222	120542	
1	147	1222	120949	
1	49	1222	121847	
1	514	1222	121913	
1	313	1222	122046	
1	399	1222	122225	
1	406	1222	122418	
1	533	1222	122629	
1	319	1222	123149	
1	99	1222	123247	
1	446	1222	123509	
1	356	1222	124015	
1	239	1222	124043	
1	514	1222	124708	
1	474	1222	125018	
1	221	1222	125344	
1	230	1222	130035	
1	223	1222	130455	
1	510	1222	130457	
1	93	1222	130459	
1	495	1222	130500	
1	460	1222	131025	
1	369	1222	131115	
1	191	1222	132136	
1	425	1222	132149	
1	201	1222	132550	
1	308	1222	133235	
1	321	1222	133523	
1	50	1222	133524	
1	477	1222	133645	
1	361	1222	134604	
1	68	1222	134605	
1	374	1222	134857	
1	324	1222	134859	
1	440	1222	135242	
1	82	1222	135419	
1	14	1222	135813	
1	225	1222	140500	
1	116	1222	140646	
1	172	1222	143001	
1	486	1222	143456	
1	341	1222	144309	
1	328	1222	144401	
1	252	1222	144438	
1	478	1222	144517	
1	287	1222	144521	
1	52	1222	144523	
1	158	1222	144523	
1	82	1222	144718	
1	279	1222	144729	
1	12	1222	144750	
1	146	1222	145611	
1	293	1222	150151	
1	324	1222	151745	
1	291	1222	151955	
1	212	1222	152354	
1	61	1222	152450	
1	342	1222	152553	
1	526	1222	154312	
1	415	1222	155020	
1	119	1222	155212	
1	239	1222	160138	
1	199	1222	160139	
1	364	1222	160528	
1	66	1222	160822	
1	406	1222	160850	
1	105	1222	160953	
1	98	1222	161546	
1	76	1222	162343	
1	46	1222	162425	
1	249	1222	162501	
1	477	1222	163125	
1	484	1222	163127	
1	199	1222	163134	
1	5	1222	163320	
1	69	1222	163605	
1	411	1222	163700	
1	286	1222	170015	
1	175	1222	170758	
1	133	1222	170759	
1	13	1222	171036	
1	204	1222	171127	
1	521	1222	171129	
1	172	1222	174150	
1	152	1222	174403	
1	285	1222	174542	
1	474	1222	175312	
1	134	1222	175838	
1	225	1222	180252	
1	239	1222	180723	
1	385	1222	180855	
1	273	1222	181713	
1	460	1222	181749	
1	147	1222	181927	
1	187	1222	182313	
1	415	1222	182351	
1	247	1222	182522	
1	116	1222	182551	
1	151	1222	182629	
1	150	1222	182754	
1	46	1222	182808	
1	361	1222	182931	
1	201	1222	183302	
1	106	1222	183812	
1	357	1222	183920	
1	497	1222	184009	
1	69	1222	184012	
1	244	1222	185002	
1	182	1222	185158	
1	524	1222	185540	
1	160	1222	185743	
1	88	1222	190348	
1	98	1222	191822	
1	385	1222	192304	
1	119	1222	192323	
1	341	1222	192609	
1	3	1222	192700	
1	315	1222	193218	
1	254	1222	193807	
1	513	1222	194005	
1	314	1222	194133	
1	68	1222	194133	
1	403	1222	194408	
1	488	1222	194410	
1	346	1222	194420	
1	374	1222	194554	
1	252	1222	194637	
1	271	1222	195101	
1	152	1222	201455	
1	300	1222	201527	
1	339	1222	202446	
1	27	1222	214159	
1	153	1222	214201	
1	132	1222	214856	
1	293	1222	220002	
1	57	1223	081947	
1	133	1223	082102	
1	295	1223	083347	
1	331	1223	083349	
1	346	1223	083555	
1	415	1223	083826	
1	134	1223	084552	
1	14	1223	085601	
1	397	1223	085603	
1	304	1223	090107	
1	520	1223	090107	
1	507	1223	090323	
1	348	1223	090418	
1	227	1223	090514	
1	164	1223	090539	
1	121	1223	091325	
1	308	1223	092312	
1	439	1223	092742	
1	149	1223	094333	
1	292	1223	094740	
1	361	1223	095108	
1	357	1223	095128	
1	497	1223	095348	
1	309	1223	095755	
1	402	1223	100049	
1	294	1223	100051	
1	402	1223	100412	
1	294	1223	100414	
1	293	1223	100843	
1	17	1223	102239	
1	507	1223	103023	
1	159	1223	103149	
1	116	1223	103331	
1	490	1223	113427	
1	285	1223	113743	
1	474	1223	114015	
1	385	1223	115214	
1	133	1223	115434	
1	524	1223	115435	
1	207	1223	115533	
1	364	1223	115754	
1	324	1223	115920	
1	201	1223	120741	
1	376	1223	120743	
1	361	1223	121645	
1	150	1223	121703	
1	376	1223	122243	
1	232	1223	122407	
1	78	1223	122616	
1	271	1223	122840	
1	252	1223	122922	
1	528	1223	123327	
1	513	1223	123536	
1	262	1223	123651	
1	266	1223	123652	
1	315	1223	123957	
1	199	1223	124303	
1	259	1223	124321	
1	415	1223	124603	
1	149	1223	125109	
1	406	1223	125119	
1	397	1223	125120	
1	14	1223	125122	
1	271	1223	125334	
1	524	1223	125453	
1	484	1223	125636	
1	507	1223	125814	
1	321	1223	130025	
1	371	1223	130550	
1	134	1223	131818	
1	145	1223	131951	
1	17	1223	132050	
1	477	1223	132146	
1	362	1223	132655	
1	427	1223	133020	
1	485	1223	134551	
1	13	1223	135212	
1	357	1223	140005	
1	68	1223	140845	
1	473	1223	140905	
1	348	1223	141335	
1	88	1223	141411	
1	385	1223	141755	
1	526	1223	141827	
1	450	1223	141829	
1	293	1223	144250	
1	339	1223	145044	
1	331	1223	145046	
1	134	1223	145832	
1	405	1223	151738	
1	364	1223	153448	
1	469	1223	154853	
1	430	1223	155334	
1	121	1223	160108	
1	61	1223	161246	
1	166	1223	164712	
1	166	1223	164938	
1	339	1223	171156	
1	114	1223	172426	
1	114	1223	172523	
1	486	1223	174121	
1	357	1223	174804	
1	309	1223	175611	
1	68	1223	183540	
1	385	1223	184604	
1	252	1223	184803	
1	272	1223	195506	
1	361	1223	214337	
1	512	1223	214338	
1	147	1223	214928	
1	361	1223	214930	
1	512	1223	214932	
1	221	1223	215214	
1	17	1223	215222	
1	116	1223	220104	
1	361	1223	220929	
1	294	1223	221659	
1	520	1223	222909	
1	516	1223	222910	
1	304	1224	075412	
1	443	1224	081424	
1	125	1224	082310	
1	150	1224	082310	
1	492	1224	082416	
1	526	1224	082424	
1	425	1224	082515	
1	232	1224	082540	
1	460	1224	082640	
1	403	1224	082654	
1	3	1224	082656	
1	201	1224	082656	
1	264	1224	082744	
1	26	1224	082745	
1	211	1224	082745	
1	145	1224	082746	
1	294	1224	082754	
1	340	1224	082756	
1	244	1224	082817	
1	277	1224	084132	
1	524	1224	084254	
1	497	1224	084645	
1	373	1224	085518	
1	380	1224	085519	
1	191	1224	085620	
1	66	1224	085620	
1	133	1224	090356	
1	227	1224	091050	
1	272	1224	092738	
1	106	1224	092921	
1	320	1224	092929	
1	454	1224	094048	
1	13	1224	101524	
1	132	1224	101750	
1	14	1224	101751	
1	481	1224	101752	
1	41	1224	101753	
1	157	1224	101812	
1	415	1224	101826	
1	357	1224	101838	
1	116	1224	101904	
1	93	1224	101914	
1	221	1224	101916	
1	17	1224	101917	
1	274	1224	101918	
1	276	1224	101918	
1	229	1224	101920	
1	365	1224	101922	
1	474	1224	101922	
1	260	1224	102012	
1	311	1224	102013	
1	385	1224	102019	
1	199	1224	102023	
1	339	1224	102024	
1	134	1224	102024	
1	98	1224	102029	
1	57	1224	102039	
1	205	1224	102048	
1	295	1224	102103	
1	344	1224	102104	
1	513	1224	102125	
1	528	1224	102133	
1	342	1224	102229	
1	261	1224	102230	
1	254	1224	102254	
1	262	1224	102929	
1	121	1224	102931	
1	397	1224	103254	
1	511	1224	103349	
1	341	1224	103352	
1	249	1224	103455	
1	356	1224	104011	
1	128	1224	104045	
1	487	1224	104244	
1	207	1224	104602	
1	507	1224	104732	
1	157	1224	105756	
1	125	1224	110235	
1	150	1224	110236	
1	372	1224	111102	
1	171	1224	111454	
1	14	1224	111841	
1	261	1224	114414	
1	342	1224	114414	
1	372	1224	114847	
1	372	1224	115414	
1	3	1224	120410	
1	201	1224	120410	
1	364	1224	120659	
1	237	1224	120738	
1	422	1224	121442	
1	277	1224	121544	
1	526	1224	121921	
1	205	1224	122408	
1	273	1224	122740	
1	191	1224	123125	
1	69	1224	123202	
1	497	1224	123432	
1	285	1224	123806	
1	399	1224	123830	
1	339	1224	123923	
1	427	1224	124317	
1	400	1224	124446	
1	315	1224	125836	
1	119	1224	125917	
1	196	1224	130905	
1	175	1224	131150	
1	128	1224	131424	
1	116	1224	131552	
1	57	1224	131719	
1	234	1224	133354	
1	473	1224	133428	
1	514	1224	134042	
1	274	1224	134407	
1	484	1224	134516	
1	88	1224	135129	
1	163	1224	135816	
1	357	1224	140957	
1	13	1224	142009	
1	121	1224	142224	
1	289	1224	142227	
1	264	1224	144339	
1	485	1224	145923	
1	485	1224	145947	
1	513	1224	150052	
1	76	1224	151810	
1	261	1224	153605	
1	207	1224	155045	
1	212	1224	160845	
1	246	1224	172517	
1	227	1224	174420	
1	252	1224	175013	
1	78	1224	180502	
1	522	1224	180840	
1	57	1224	180945	
1	7	1224	182505	
1	103	1224	182908	
1	415	1224	183030	
1	433	1224	183138	
1	225	1224	183359	
1	177	1224	183534	
1	309	1224	184416	
1	237	1224	184636	
1	144	1224	184645	
1	134	1224	190113	
1	172	1224	190406	
1	374	1224	190527	
1	324	1224	190530	
1	231	1224	190539	
1	435	1224	191054	
1	526	1224	191120	
1	356	1224	191303	
1	261	1224	191934	
1	342	1224	191935	
1	133	1224	192410	
1	164	1224	192721	
1	264	1224	193000	
1	274	1224	193322	
1	129	1224	195237	
1	348	1224	204125	
1	304	1225	075807	
1	13	1225	081432	
1	443	1225	081521	
1	70	1225	081522	
1	185	1225	081909	
1	342	1225	082012	
1	352	1225	082013	
1	7	1225	082054	
1	227	1225	082235	
1	174	1225	082330	
1	264	1225	082400	
1	261	1225	082458	
1	272	1225	082507	
1	192	1225	083413	
1	454	1225	083415	
1	454	1225	083438	
1	126	1225	090513	
1	335	1225	090514	
1	103	1225	095137	
1	342	1225	100637	
1	335	1225	100845	
1	126	1225	100846	
1	528	1225	101614	
1	78	1225	101637	
1	49	1225	101639	
1	340	1225	101641	
1	274	1225	101644	
1	393	1225	101704	
1	415	1225	101717	
1	191	1225	101737	
1	286	1225	101748	
1	513	1225	101756	
1	106	1225	101811	
1	247	1225	101812	
1	493	1225	101842	
1	357	1225	101903	
1	452	1225	101908	
1	215	1225	101930	
1	207	1225	101934	
1	263	1225	101955	
1	211	1225	101955	
1	438	1225	102007	
1	522	1225	102014	
1	403	1225	102026	
1	144	1225	102028	
1	147	1225	102034	
1	120	1225	102034	
1	507	1225	102100	
1	121	1225	102107	
1	182	1225	102208	
1	57	1225	102216	
1	80	1225	102327	
1	259	1225	102329	
1	295	1225	102421	
1	344	1225	102425	
1	346	1225	102426	
1	19	1225	102729	
1	97	1225	102906	
1	205	1225	103025	
1	334	1225	103810	
1	399	1225	104443	
1	119	1225	105016	
1	507	1225	105154	
1	196	1225	105158	
1	132	1225	105303	
1	364	1225	105307	
1	461	1225	105307	
1	61	1225	105532	
1	452	1225	110529	
1	524	1225	112340	
1	133	1225	113308	
1	237	1225	113727	
1	149	1225	114315	
1	403	1225	114655	
1	120	1225	114658	
1	492	1225	114816	
1	160	1225	115359	
1	362	1225	115401	
1	270	1225	115551	
1	416	1225	115608	
1	385	1225	115610	
1	442	1225	115513	
1	273	1225	120008	
1	528	1225	120128	
1	8	1225	120141	
1	525	1225	120655	
1	261	1225	120815	
1	342	1225	120816	
1	530	1225	121113	
1	17	1225	121757	
1	199	1225	121817	
1	3	1225	122245	
1	340	1225	122934	
1	485	1225	123602	
1	147	1225	123610	
1	285	1225	123822	
1	57	1225	123832	
1	363	1225	123952	
1	513	1225	124639	
1	493	1225	125601	
1	495	1225	125708	
1	357	1225	125857	
1	507	1225	130225	
1	131	1225	130639	
1	223	1225	132252	
1	358	1225	132548	
1	473	1225	132757	
1	205	1225	133316	
1	196	1225	133856	
1	13	1225	134049	
1	274	1225	134147	
1	163	1225	134149	
1	46	1225	134204	
1	308	1225	134532	
1	384	1225	134718	
1	175	1225	134759	
1	197	1225	135010	
1	10	1225	135604	
1	49	1225	135659	
1	497	1225	140650	
1	261	1225	140653	
1	342	1225	140654	
1	481	1225	140731	
1	121	1225	140923	
1	433	1225	141530	
1	191	1225	142059	
1	106	1225	142248	
1	104	1225	142249	
1	341	1225	143440	
1	356	1225	144135	
1	493	1225	144137	
1	264	1225	144334	
1	266	1225	144723	
1	369	1225	144934	
1	528	1225	145116	
1	486	1225	145359	
1	344	1225	145403	
1	295	1225	145404	
1	422	1225	145848	
1	461	1225	150753	
1	364	1225	150754	
1	14	1225	151008	
1	397	1225	151009	
1	435	1225	151419	
1	488	1225	151608	
1	81	1225	152250	
1	142	1225	152850	
1	17	1225	153021	
1	256	1225	153341	
1	3	1225	153410	
1	201	1225	153414	
1	221	1225	153415	
1	309	1225	154305	
1	46	1225	160519	
1	204	1225	161344	
1	334	1225	161900	
1	182	1225	164419	
1	468	1225	165035	
1	109	1225	170407	
1	405	1225	172051	
1	225	1225	173021	
1	509	1225	173040	
1	514	1225	174736	
1	78	1225	174739	
1	415	1225	174928	
1	144	1225	175005	
1	125	1225	175107	
1	150	1225	175107	
1	14	1225	175806	
1	397	1225	175807	
1	324	1225	180312	
1	215	1225	180946	
1	10	1225	181245	
1	88	1225	181808	
1	218	1225	182301	
1	24	1225	182621	
1	357	1225	183908	
1	97	1225	184416	
1	364	1225	184719	
1	528	1225	185025	
1	49	1225	185027	
1	261	1225	185720	
1	408	1225	190457	
1	69	1225	190938	
1	402	1225	190943	
1	461	1225	191055	
1	356	1225	191716	
1	274	1225	191944	
1	13	1225	192148	
1	70	1225	192349	
1	443	1225	192349	
1	355	1225	192353	
1	264	1225	193953	
1	342	1225	194206	
1	374	1225	194452	
1	257	1225	194453	
1	402	1225	194600	
1	435	1225	194619	
1	252	1225	194627	
1	217	1225	194806	
1	175	1225	194801	
1	191	1225	202359	
1	121	1225	203545	
1	195	1225	204521	
1	61	1225	204522	
1	385	1225	212554	
1	273	1225	212729	
1	121	1226	075734	
1	401	1226	081339	
1	528	1226	081508	
1	49	1226	081510	
1	134	1226	081717	
1	520	1226	081853	
1	331	1226	081856	
1	346	1226	081856	
1	399	1226	081936	
1	237	1226	081937	
1	438	1226	081938	
1	295	1226	081939	
1	344	1226	081940	
1	498	1226	082012	
1	274	1226	082048	
1	360	1226	082055	
1	14	1226	082105	
1	133	1226	082109	
1	397	1226	082112	
1	17	1226	082124	
1	221	1226	082155	
1	474	1226	082157	
1	42	1226	082209	
1	421	1226	082210	
1	342	1226	082215	
1	433	1226	082225	
1	219	1226	082229	
1	415	1226	082230	
1	57	1226	082231	
1	242	1226	082235	
1	403	1226	082253	
1	120	1226	082254	
1	402	1226	082255	
1	396	1226	082256	
1	69	1226	082307	
1	98	1226	082325	
1	139	1226	082325	
1	317	1226	082325	
1	75	1226	082326	
1	267	1226	082326	
1	357	1226	082341	
1	187	1226	082349	
1	492	1226	082353	
1	384	1226	082354	
1	249	1226	082413	
1	261	1226	082436	
1	439	1226	082439	
1	285	1226	082440	
1	165	1226	082500	
1	144	1226	082523	
1	447	1226	082525	
1	254	1226	082528	
1	461	1226	082550	
1	364	1226	082551	
1	182	1226	082552	
1	78	1226	082623	
1	481	1226	082624	
1	147	1226	082627	
1	484	1226	082632	
1	263	1226	082634	
1	211	1226	082635	
1	232	1226	082637	
1	61	1226	082655	
1	211	1226	082717	
1	352	1226	082737	
1	3	1226	082755	
1	477	1226	082810	
1	460	1226	082916	
1	142	1226	082918	
1	270	1226	082927	
1	205	1226	083000	
1	195	1226	083001	
1	246	1226	083113	
1	70	1226	083121	
1	443	1226	083122	
1	348	1226	083203	
1	105	1226	083319	
1	513	1226	083346	
1	136	1226	083432	
1	201	1226	083438	
1	175	1226	083525	
1	304	1226	084021	
1	306	1226	084102	
1	164	1226	084201	
1	292	1226	084204	
1	24	1226	084219	
1	436	1226	084349	
1	495	1226	084424	
1	197	1226	084657	
1	114	1226	085012	
1	494	1226	085414	
1	64	1226	085659	
1	255	1226	085745	
1	238	1226	085748	
1	117	1226	085751	
1	7	1226	085923	
1	341	1226	085929	
1	199	1226	090047	
1	66	1226	090126	
1	406	1226	090406	
1	271	1226	090408	
1	435	1226	090820	
1	131	1226	091136	
1	361	1226	091238	
1	191	1226	091530	
1	265	1226	092400	
1	369	1226	092530	
