学期	学号	书号	日期
1	385	1281755	1113	
1	43	2968823	1113	
1	43	2969152	1113	
1	109	1504871	1113	
1	163	2927544	1113	
1	68	1427032	1113	
1	513	1415079	1113	
1	68	2066862	1113	
1	382	1568538	1113	
1	382	2205178	1113	
1	382	1566256	1113	
1	366	1248985	1113	
1	366	1237137	1113	
1	366	1401687	1113	
1	495	1474263	1114	
1	495	2753418	1114	
1	495	2821620	1114	
1	415	1552159	1114	
1	149	2772490	1114	
1	494	2837191	1114	
1	494	1263516	1114	
1	494	2566682	1114	
1	149	2912687	1114	
1	149	2765010	1114	
1	331	2673011	1114	
1	306	2948238	1114	
1	306	1475033	1114	
1	212	1570575	1114	
1	247	1236861	1114	
1	247	1081336	1114	
1	247	1462664	1114	
1	383	2588802	1114	
1	343	1023380	1114	
1	343	1524407	1114	
1	343	1175506	1114	
1	343	1155072	1114	
1	343	1527907	1114	
1	343	1459212	1114	
1	317	2574202	1114	
1	416	1385438	1114	
1	383	2968658	1114	
1	147	2600396	1114	
1	341	1574163	1114	
1	341	1073068	1114	
1	341	2704533	1114	
1	205	2667408	1114	
1	319	2968426	1114	
1	383	2565087	1114	
1	341	2646898	1114	
1	302	1242809	1114	
1	302	1327280	1114	
1	302	2832481	1114	
1	144	2898011	1114	
1	461	2641171	1114	
1	252	2959181	1114	
1	252	2959185	1114	
1	129	1404457	1114	
1	237	1092280	1114	
1	237	1102128	1114	
1	118	1404886	1114	
1	252	2964303	1114	
1	252	2960556	1114	
1	511	2805219	1115	
1	511	2205177	1115	
1	511	2562855	1115	
1	511	2864847	1115	
1	511	1531686	1115	
1	507	1541262	1115	
1	198	1167728	1115	
1	198	1087818	1115	
1	198	2707707	1115	
1	198	1232349	1115	
1	198	2126360	1115	
1	198	1112454	1115	
1	197	2917639	1115	
1	507	2756754	1115	
1	106	1565981	1115	
1	5	2757009	1115	
1	140	1090181	1115	
1	140	1515470	1115	
1	140	2817385	1115	
1	140	2775993	1115	
1	140	1544352	1115	
1	4	2943205	1115	
1	4	2860942	1115	
1	369	1092073	1115	
1	369	2965814	1115	
1	369	2969431	1115	
1	369	1026647	1115	
1	369	2969857	1115	
1	369	2969689	1115	
1	369	2962599	1115	
1	183	2884188	1115	
1	183	2877419	1115	
1	303	1528445	1115	
1	303	2788459	1115	
1	303	2909718	1115	
1	303	1328266	1115	
1	326	2685230	1115	
1	326	2657292	1115	
1	326	2822014	1115	
1	326	1515453	1115	
1	326	2807930	1115	
1	369	2627232	1115	
1	8	2945827	1115	
1	150	2774235	1115	
1	260	2756978	1115	
1	311	2884191	1115	
1	311	2707308	1115	
1	311	2756975	1115	
1	470	1075124	1115	
1	470	2566043	1115	
1	470	1053872	1115	
1	470	2722851	1115	
1	145	2633509	1115	
1	513	2361530	1115	
1	76	1118525	1115	
1	291	1287260	1115	
1	291	1249437	1115	
1	508	2700763	1115	
1	508	2865638	1115	
1	508	1088229	1115	
1	402	1464143	1115	
1	341	1079317	1115	
1	341	1103565	1115	
1	388	1462049	1115	
1	388	1525391	1115	
1	388	1006014	1115	
1	388	1006014	1115	
1	388	1006014	1115	
1	60	1323884	1115	
1	430	1442293	1115	
1	388	1063211	1116	
1	388	1529796	1116	
1	388	1522258	1116	
1	470	1503262	1116	
1	427	1570144	1116	
1	330	1306764	1116	
1	330	2837409	1116	
1	330	2801146	1116	
1	330	2837608	1116	
1	523	1318342	1116	
1	523	1310791	1116	
1	328	2965092	1116	
1	328	2965149	1116	
1	328	2715154	1116	
1	328	2668072	1116	
1	328	2800173	1116	
1	328	1162679	1116	
1	59	2690602	1116	
1	59	1572852	1116	
1	497	1281290	1116	
1	422	2744120	1116	
1	422	2950718	1116	
1	422	2761798	1116	
1	422	1193739	1116	
1	422	2838736	1116	
1	526	2834216	1116	
1	526	1157665	1116	
1	526	1277486	1116	
1	369	2966069	1116	
1	157	2643440	1116	
1	157	2867527	1116	
1	157	2657424	1116	
1	157	1527726	1116	
1	157	2849632	1116	
1	132	1478641	1116	
1	132	2919173	1116	
1	132	2833403	1116	
1	132	1277109	1116	
1	145	2959851	1116	
1	106	2219518	1116	
1	106	2838974	1116	
1	106	1155075	1116	
1	319	1389999	1116	
1	386	1122786	1116	
1	386	2703922	1116	
1	234	1088481	1116	
1	234	2601103	1116	
1	234	2695733	1116	
1	291	2791936	1116	
1	249	2965871	1116	
1	249	2762154	1116	
1	485	2968962	1116	
1	485	2956598	1116	
1	485	2963403	1116	
1	292	2967674	1116	
1	292	2895731	1116	
1	292	1178338	1116	
1	261	2870559	1116	
1	152	2934441	1116	
1	75	2894626	1117	
1	75	1287958	1117	
1	179	1069581	1117	
1	308	2607553	1117	
1	42	2910035	1117	
1	42	2890487	1117	
1	42	2954347	1117	
1	245	2836089	1117	
1	245	2816169	1117	
1	245	2940661	1117	
1	245	2925335	1117	
1	152	2768848	1117	
1	152	2918393	1117	
1	432	2207877	1117	
1	432	2718855	1117	
1	432	2194416	1117	
1	432	1187500	1117	
1	432	1470848	1117	
1	416	1304041	1117	
1	388	1520440	1117	
1	388	1249683	1117	
1	388	1267010	1117	
1	388	1344226	1117	
1	388	1110408	1117	
1	250	2752561	1117	
1	250	1336325	1117	
1	250	1266822	1117	
1	250	1476674	1117	
1	530	1546044	1117	
1	530	1330467	1117	
1	530	1563962	1117	
1	439	2625056	1117	
1	461	1573085	1117	
1	366	1160786	1117	
1	366	1355655	1117	
1	366	1252384	1117	
1	366	1252389	1117	
1	366	1160774	1117	
1	291	2702759	1117	
1	291	2785834	1117	
1	291	1122232	1117	
1	291	1263519	1117	
1	291	1465471	1117	
1	155	1510563	1117	
1	155	2964760	1117	
1	25	1462049	1117	
1	319	2627972	1117	
1	388	2581249	1117	
1	149	2712546	1117	
1	149	2841326	1117	
1	149	2837586	1117	
1	149	2831780	1117	
1	78	1320205	1118	
1	433	2967077	1118	
1	153	2803888	1118	
1	153	1527727	1118	
1	153	2689571	1118	
1	153	1478888	1118	
1	153	1410258	1118	
1	153	2759359	1118	
1	146	2647830	1118	
1	484	2462793	1118	
1	484	2892592	1118	
1	289	1528772	1118	
1	145	2959661	1118	
1	494	1212315	1118	
1	494	1216443	1118	
1	494	1216067	1118	
1	133	1149604	1118	
1	133	2743831	1118	
1	133	2768180	1118	
1	133	2743828	1118	
1	223	1306766	1118	
1	120	2730470	1118	
1	120	2215431	1118	
1	462	2952986	1118	
1	427	2819054	1118	
1	427	1410754	1118	
1	345	1293962	1118	
1	345	1515814	1118	
1	505	2757268	1118	
1	505	1120491	1118	
1	319	2952710	1118	
1	119	2641523	1118	
1	119	2777937	1118	
1	119	1293137	1118	
1	196	2756580	1118	
1	196	1250634	1118	
1	196	1121636	1118	
1	196	1309460	1118	
1	254	1290497	1118	
1	95	2784918	1118	
1	95	1560608	1118	
1	292	1470248	1118	
1	292	2895496	1118	
1	292	2628492	1118	
1	415	2677926	1118	
1	190	2885194	1118	
1	190	1091557	1118	
1	190	1056085	1118	
1	190	1545100	1118	
1	190	2221686	1118	
1	190	1109345	1118	
1	190	1427583	1118	
1	190	2923618	1118	
1	292	1484642	1118	
1	457	1074528	1118	
1	457	2851874	1118	
1	457	2591642	1118	
1	101	1267757	1118	
1	101	1025183	1118	
1	101	1204326	1118	
1	507	2946708	1118	
1	416	1141170	1118	
1	416	1478910	1118	
1	199	2948108	1119	
1	199	2755731	1119	
1	364	1427913	1119	
1	345	1428525	1119	
1	17	1273878	1119	
1	461	2871901	1119	
1	354	2898732	1119	
1	354	2562957	1119	
1	354	2630857	1119	
1	354	2650459	1119	
1	196	1274809	1119	
1	5	1381753	1119	
1	5	2969637	1119	
1	5	2969631	1119	
1	5	1139967	1119	
1	73	1527498	1119	
1	73	1543246	1119	
1	73	1527489	1119	
1	333	2928074	1119	
1	333	2914681	1119	
1	333	2928088	1119	
1	224	1063663	1119	
1	224	1394199	1119	
1	282	2948952	1119	
1	475	2753420	1119	
1	475	2862891	1119	
1	258	1213951	1120	
1	258	2583977	1120	
1	258	2689838	1120	
1	258	1101174	1120	
1	258	2705174	1120	
1	280	1188249	1120	
1	280	1326602	1120	
1	280	2814302	1120	
1	300	1551452	1120	
1	21	2692091	1120	
1	21	2786356	1120	
1	323	2805800	1120	
1	323	2899197	1120	
1	300	1525985	1120	
1	451	2601101	1120	
1	258	1339926	1120	
1	258	2872219	1120	
1	258	1025879	1120	
1	502	1406477	1120	
1	502	1270528	1120	
1	59	1443427	1120	
1	223	2700761	1120	
1	146	1264672	1120	
1	146	1264670	1120	
1	146	1496466	1120	
1	525	2709445	1120	
1	525	2885264	1120	
1	125	2968250	1120	
1	125	1552027	1120	
1	125	1111491	1120	
1	125	1339413	1120	
1	502	1505819	1120	
1	502	1570346	1120	
1	194	1505816	1120	
1	451	1111790	1120	
1	8	1527625	1120	
1	8	2875426	1120	
1	263	1571328	1120	
1	49	1567431	1120	
1	49	1063955	1120	
1	87	1164426	1120	
1	87	2820538	1120	
1	87	2870509	1120	
1	25	2772680	1120	
1	246	1108807	1120	
1	246	1394196	1120	
1	246	1076734	1120	
1	144	2916056	1120	
1	144	2932967	1120	
1	301	1458615	1120	
1	301	2897921	1120	
1	301	2818729	1120	
1	301	1462083	1120	
1	301	2663648	1120	
1	301	2694985	1120	
1	125	1518779	1120	
1	150	2770875	1120	
1	150	2951076	1120	
1	150	1478097	1120	
1	165	2803403	1120	
1	165	2803384	1120	
1	422	2951728	1120	
1	422	2685851	1120	
1	159	1096613	1120	
1	77	2953485	1120	
1	507	1013051	1120	
1	507	1013051	1120	
1	507	1013051	1120	
1	118	1016578	1120	
1	196	2591463	1120	
1	196	2898557	1120	
1	209	2706261	1120	
1	209	1478625	1120	
1	209	1478625	1120	
1	212	2669704	1120	
1	422	2786362	1120	
1	422	2956507	1120	
1	346	2784858	1120	
1	385	1159462	1120	
1	385	2721579	1120	
1	45	1042156	1120	
1	147	2948114	1120	
1	147	1275991	1120	
1	147	1462050	1120	
1	532	1251365	1120	
1	532	2667659	1120	
1	532	2568435	1120	
1	532	1404752	1120	
1	19	1532548	1120	
1	19	2599001	1120	
1	19	1078258	1120	
1	532	2850147	1120	
1	19	1532547	1120	
1	19	1532548	1120	
1	19	1566192	1120	
1	19	2599001	1120	
1	19	1078258	1120	
1	149	2687562	1120	
1	249	2667657	1120	
1	249	1266327	1120	
1	136	1494688	1120	
1	136	1335387	1120	
1	136	2815421	1120	
1	50	1254733	1120	
1	50	1467897	1120	
1	101	1570145	1120	
1	101	1394197	1120	
1	461	2819801	1120	
1	461	2819801	1120	
1	62	1175624	1120	
1	62	2721250	1120	
1	62	1085366	1120	
1	461	2819801	1120	
1	281	2820901	1120	
1	281	1287783	1120	
1	306	2226177	1120	
1	306	1002936	1120	
1	306	1002936	1120	
1	306	1002936	1120	
1	134	2884264	1120	
1	134	2785484	1120	
1	134	2860234	1120	
1	270	1429111	1120	
1	8	2696391	1121	
1	8	1361840	1121	
1	8	1120487	1121	
1	235	1126309	1121	
1	235	1090625	1121	
1	235	1082298	1121	
1	235	2869819	1121	
1	531	2877420	1121	
1	531	2858430	1121	
1	197	1090186	1121	
1	396	2808049	1121	
1	353	2849013	1121	
1	353	2668640	1121	
1	353	2749899	1121	
1	353	1370176	1121	
1	353	2918714	1121	
1	505	2862474	1121	
1	505	1189245	1121	
1	505	1189247	1121	
1	505	2970105	1121	
1	505	2877422	1121	
1	263	2952290	1121	
1	422	1319986	1121	
1	422	2586575	1121	
1	422	2815563	1121	
1	326	2808046	1121	
1	326	2777919	1121	
1	326	1472874	1121	
1	505	2575418	1121	
1	505	1282701	1121	
1	267	2864901	1121	
1	424	2749303	1121	
1	148	2845849	1121	
1	349	2221674	1121	
1	349	1345589	1121	
1	349	2709720	1121	
1	506	2583374	1121	
1	506	2916605	1121	
1	513	1510020	1121	
1	119	2842689	1121	
1	119	1343819	1121	
1	119	2629879	1121	
1	119	1293138	1121	
1	341	1007783	1121	
1	341	1007783	1121	
1	341	1007783	1121	
1	341	2565482	1121	
1	119	1343819	1121	
1	119	2842689	1121	
1	119	2629879	1121	
1	119	1293138	1121	
1	36	1082495	1121	
1	41	1332828	1121	
1	94	1172666	1121	
1	339	1379444	1121	
1	352	2971751	1121	
1	352	1251074	1121	
1	352	1251513	1121	
1	352	1245245	1121	
1	352	2909863	1121	
1	352	1249269	1121	
1	247	2789259	1121	
1	366	1445483	1121	
1	366	1113477	1121	
1	476	2714374	1121	
1	476	2714374	1121	
1	29	1450354	1121	
1	29	1128964	1121	
1	14	1419914	1121	
1	397	1393255	1121	
1	397	1360108	1121	
1	329	2948490	1121	
1	329	2791044	1121	
1	29	1323037	1121	
1	29	2708710	1121	
1	14	2753795	1121	
1	14	1117754	1121	
1	247	1171005	1121	
1	353	2679122	1121	
1	353	2253703	1121	
1	149	2883986	1121	
1	252	2964846	1121	
1	252	2965224	1121	
1	329	1283504	1122	
1	219	1342966	1122	
1	219	2806989	1122	
1	219	2937091	1122	
1	219	2898531	1122	
1	238	2717515	1122	
1	238	1088224	1122	
1	58	2864775	1122	
1	58	1568693	1122	
1	58	2702951	1122	
1	58	1567219	1122	
1	78	2916593	1122	
1	219	2907651	1122	
1	481	2694868	1122	
1	481	1483975	1122	
1	481	1350467	1122	
1	90	2908746	1122	
1	90	2870934	1122	
1	46	2967635	1122	
1	195	2907094	1122	
1	195	1538320	1122	
1	195	1516062	1122	
1	98	1019265	1122	
1	98	1093201	1122	
1	98	2781567	1122	
1	277	2699338	1122	
1	277	2656465	1122	
1	277	2778159	1122	
1	277	2827351	1122	
1	506	1216330	1122	
1	506	1464009	1122	
1	231	1007352	1122	
1	231	1007352	1122	
1	231	1007352	1122	
1	231	1246083	1122	
1	105	2565412	1122	
1	105	2563599	1122	
1	105	1286425	1122	
1	320	2623697	1122	
1	427	1290024	1122	
1	427	1154642	1122	
1	427	1383300	1122	
1	427	1010891	1122	
1	427	1010891	1122	
1	427	1282979	1122	
1	427	1411381	1122	
1	391	2683745	1122	
1	391	2894037	1122	
1	400	2895270	1122	
1	400	2622223	1122	
1	400	2236279	1122	
1	391	1005870	1122	
1	391	1005870	1122	
1	391	1005870	1122	
1	391	1005870	1122	
1	391	2916286	1122	
1	448	2701107	1122	
1	446	1510333	1122	
1	446	2688848	1122	
1	446	2787606	1122	
1	19	1308064	1122	
1	262	1115890	1122	
1	319	2807129	1122	
1	371	2664908	1122	
1	521	1310936	1122	
1	279	2852796	1122	
1	279	2115678	1122	
1	279	2864492	1122	
1	247	2949071	1122	
1	536	2195885	1122	
1	97	1438002	1122	
1	97	1081087	1122	
1	97	2577776	1122	
1	97	2890988	1122	
1	97	1317407	1122	
1	97	1152888	1122	
1	468	2968926	1122	
1	468	2626365	1122	
1	468	2875511	1122	
1	148	2469576	1122	
1	369	2963204	1122	
1	415	2924744	1123	
1	292	1178338	1123	
1	292	2895731	1123	
1	485	2701584	1123	
1	485	1503387	1123	
1	191	1286978	1123	
1	191	1317070	1123	
1	191	2624104	1123	
1	191	1269983	1123	
1	191	1247346	1123	
1	481	2715996	1123	
1	481	1314255	1123	
1	499	2932466	1123	
1	292	2568187	1123	
1	292	1368382	1123	
1	292	2770130	1123	
1	292	1511312	1123	
1	159	1537603	1123	
1	159	1087864	1123	
1	159	1089582	1123	
1	196	1379676	1123	
1	196	1320747	1123	
1	196	1328359	1123	
1	245	1030686	1123	
1	245	2865983	1123	
1	245	2937514	1123	
1	245	1339144	1123	
1	245	1310210	1123	
1	168	2719178	1123	
1	385	2801350	1123	
1	279	1528966	1123	
1	287	2630150	1123	
1	287	2709455	1123	
1	287	2592477	1123	
1	136	2012297	1123	
1	130	1030525	1123	
1	130	1278930	1123	
1	130	1145965	1123	
1	136	1557843	1123	
1	136	1375201	1123	
1	136	2789908	1123	
1	136	1534638	1123	
1	353	2798748	1123	
1	353	1341177	1123	
1	353	2918392	1123	
1	353	2787521	1123	
1	353	2917982	1123	
1	388	2944340	1123	
1	212	1502349	1123	
1	353	1217314	1123	
1	353	1367649	1123	
1	374	1277025	1123	
1	478	1264673	1123	
1	478	1119726	1123	
1	136	1066929	1123	
1	136	1053206	1123	
1	155	1078544	1123	
1	155	1289203	1123	
1	155	1452312	1123	
1	155	1043775	1123	
1	145	1289645	1123	
1	250	1452865	1123	
1	163	1412891	1123	
1	163	2692160	1123	
1	163	2802296	1123	
1	163	1150067	1123	
1	163	2596640	1123	
1	163	1094647	1123	
1	163	2746993	1123	
1	88	2880471	1123	
1	88	1360967	1123	
1	88	2721577	1123	
1	88	2946114	1123	
1	88	2931101	1123	
1	88	2870748	1123	
1	139	2914347	1123	
1	152	2955208	1123	
1	152	2949236	1123	
1	152	2948949	1123	
1	145	2731846	1123	
1	254	2797730	1123	
1	348	2690183	1123	
1	348	2702953	1123	
1	348	1134839	1123	
1	88	2722414	1123	
1	88	2700373	1123	
1	88	2786165	1123	
1	344	1179321	1123	
1	344	1504372	1123	
1	125	2949975	1124	
1	337	2705545	1124	
1	337	1371194	1124	
1	433	2584185	1124	
1	219	2897918	1124	
1	73	2564061	1124	
1	73	2764224	1124	
1	95	1404121	1124	
1	95	1098262	1124	
1	95	2735446	1124	
1	43	2961630	1124	
1	43	2968504	1124	
1	196	2954343	1124	
1	481	2660309	1124	
1	481	1448958	1124	
1	282	2578765	1124	
1	282	2806862	1124	
1	282	1224424	1124	
1	43	2818728	1124	
1	303	2635796	1124	
1	303	1384583	1124	
1	36	2712724	1124	
1	36	2573374	1124	
1	175	2728418	1124	
1	175	1266000	1124	
1	8	2658216	1124	
1	8	2607915	1124	
1	8	1165633	1124	
1	8	1317077	1124	
1	78	2781568	1124	
1	524	2577298	1124	
1	524	2907894	1124	
1	524	1499335	1124	
1	524	1431420	1124	
1	524	1534787	1124	
1	524	1431426	1124	
1	101	1164427	1124	
1	101	1063962	1124	
1	481	2932741	1124	
1	291	2965828	1124	
1	262	2661346	1124	
1	262	2829902	1124	
1	1	2810642	1124	
1	119	1497719	1124	
1	119	1020885	1124	
1	220	1549719	1124	
1	41	1539850	1125	
1	414	2796560	1125	
1	328	2813591	1125	
1	328	2918268	1125	
1	328	2820425	1125	
1	328	2918264	1125	
1	68	1570902	1125	
1	234	1337146	1125	
1	234	2854032	1125	
1	267	1162850	1125	
1	145	1273097	1125	
1	145	1383385	1125	
1	145	2965537	1125	
1	134	2970108	1125	
1	134	2864458	1125	
1	40	2959843	1125	
1	40	1570055	1125	
1	40	1034252	1125	
1	40	2799863	1125	
1	40	2753503	1125	
1	291	2707657	1125	
1	291	1246724	1125	
1	291	2707006	1125	
1	433	2689376	1125	
1	222	2663349	1125	
1	222	1194115	1125	
1	222	1044268	1125	
1	500	1121199	1125	
1	500	1400596	1125	
1	97	1343054	1125	
1	222	1277644	1125	
1	43	2941393	1125	
1	248	1070962	1125	
1	248	1465324	1125	
1	249	2916490	1125	
1	249	2662094	1125	
1	249	2666198	1125	
1	249	2871974	1125	
1	524	2721671	1125	
1	524	2710596	1125	
1	422	1516470	1125	
1	249	2964882	1125	
1	396	1570487	1125	
1	357	1256402	1125	
1	357	2707666	1125	
1	357	2925334	1125	
1	357	2668255	1125	
1	357	2869558	1125	
1	357	1310066	1125	
1	352	1412268	1125	
1	352	2799673	1125	
1	352	1291516	1125	
1	435	1381454	1125	
1	435	1492024	1125	
1	435	1492844	1125	
1	435	2627164	1125	
1	416	1079914	1125	
1	405	2924700	1125	
1	405	1269822	1125	
1	302	2832481	1125	
1	302	1406112	1125	
1	12	2217953	1125	
1	380	1281671	1126	
1	380	1478917	1126	
1	415	1570903	1126	
1	487	1260297	1126	
1	87	1105371	1126	
1	87	2640960	1126	
1	459	2968942	1126	
1	158	2895718	1126	
1	158	2669854	1126	
1	478	1432193	1126	
1	478	1490424	1126	
1	478	1096186	1126	
1	504	1293071	1126	
1	504	2854701	1126	
1	504	2588745	1126	
1	504	2811505	1126	
1	52	2797373	1126	
1	50	1939703	1126	
1	53	1368137	1126	
1	264	2693412	1126	
1	53	2715157	1126	
1	13	2863915	1126	
1	268	1501598	1126	
1	287	2686060	1126	
1	287	2804894	1126	
1	287	2935971	1126	
1	406	2966565	1126	
1	406	2967528	1126	
1	36	2683302	1126	
1	407	2767032	1127	
1	326	2701118	1127	
1	326	2945324	1127	
1	197	2704365	1127	
1	419	2883016	1127	
1	461	1390812	1127	
1	27	1192201	1127	
1	348	2898012	1127	
1	348	2955714	1127	
1	342	1433145	1127	
1	342	2922207	1127	
1	49	2969667	1127	
1	87	2969666	1127	
1	368	1526899	1127	
1	97	1340889	1127	
1	97	2728807	1127	
1	498	1434628	1127	
1	430	2884552	1127	
1	303	2823206	1127	
1	303	1363063	1127	
1	303	1532277	1127	
1	303	1365788	1127	
1	303	2814770	1127	
1	179	2587537	1127	
1	179	1125191	1127	
1	179	1392004	1127	
1	179	2822351	1127	
1	533	2226042	1127	
1	459	2640466	1127	
1	459	2640467	1127	
1	286	1059612	1127	
1	286	1070944	1127	
1	468	2941076	1127	
1	174	1152861	1127	
1	174	2930004	1127	
1	275	1246845	1127	
1	137	2818156	1127	
1	137	2936630	1127	
1	137	1504828	1127	
1	137	2762402	1127	
1	137	2765073	1127	
1	137	2774124	1127	
1	503	1153067	1127	
1	503	2834387	1127	
1	286	1030248	1127	
1	286	2773951	1127	
1	25	2460485	1127	
1	174	1556508	1127	
1	275	2228471	1127	
1	311	2756975	1127	
1	311	2707308	1127	
1	408	2623485	1127	
1	408	1570347	1127	
1	408	1312775	1127	
1	162	2915598	1127	
1	136	1101101	1128	
1	482	1063663	1128	
1	119	1276057	1128	
1	119	1236860	1128	
1	119	1572831	1128	
1	119	1085046	1128	
1	119	2884366	1128	
1	119	1293945	1128	
1	136	2927614	1128	
1	136	2927180	1128	
1	482	2860832	1128	
1	482	1096203	1128	
1	452	2939961	1128	
1	452	2245298	1128	
1	452	2245287	1128	
1	317	1381339	1128	
1	317	2638973	1128	
1	113	1110885	1128	
1	482	1568274	1128	
1	482	1326609	1128	
1	482	1109732	1128	
1	345	1089611	1128	
1	364	1538112	1128	
1	319	2588863	1128	
1	364	1044004	1128	
1	364	1297988	1128	
1	319	2588869	1128	
1	3	1308822	1128	
1	3	2756754	1128	
1	3	2711105	1128	
1	36	1099441	1128	
1	452	1308904	1128	
1	452	1214908	1128	
1	509	2887535	1128	
1	509	1450925	1128	
1	509	1566034	1128	
1	77	2895989	1128	
1	353	2701761	1128	
1	36	1330223	1128	
1	196	2639675	1128	
1	373	2700760	1128	
1	413	1127982	1128	
1	432	2755327	1128	
1	432	1382815	1128	
1	432	2061753	1128	
1	231	2913841	1128	
1	231	1344869	1128	
1	116	1129340	1128	
1	352	2714624	1128	
1	337	2853201	1128	
1	537	1364764	1128	
1	34	2568314	1128	
1	34	1462623	1128	
1	29	1104586	1128	
1	128	1012602	1128	
1	128	1012602	1128	
1	128	1012602	1128	
1	128	2937500	1128	
1	52	2875292	1129	
1	195	2906701	1129	
1	195	2897299	1129	
1	195	2760511	1129	
1	377	1236412	1129	
1	377	1251945	1129	
1	377	2727918	1129	
1	460	1471000	1129	
1	460	2881141	1129	
1	277	1479312	1129	
1	277	2703920	1129	
1	277	2961883	1129	
1	277	1157310	1129	
1	277	1471005	1129	
1	460	1076733	1129	
1	460	2944520	1129	
1	244	1482538	1129	
1	244	1090175	1129	
1	409	1570047	1129	
1	369	2897639	1129	
1	66	2850026	1129	
1	66	1339143	1129	
1	201	1458613	1129	
1	263	1309391	1129	
1	436	1170196	1129	
1	436	2948174	1129	
1	74	1284570	1129	
1	436	2951498	1129	
1	74	2962661	1129	
1	74	2659156	1129	
1	26	2864774	1129	
1	26	2673012	1129	
1	26	2808047	1129	
1	179	2711791	1129	
1	179	2829230	1129	
1	179	2929263	1129	
1	358	1296467	1129	
1	358	1384483	1129	
1	358	1029898	1129	
1	409	2876745	1129	
1	362	1462665	1129	
1	433	1126827	1129	
1	211	2722849	1129	
1	139	2912630	1129	
1	190	2708676	1129	
1	190	2756166	1129	
1	190	2929961	1129	
1	481	2774785	1129	
1	481	2930528	1129	
1	513	1101589	1129	
1	513	2921959	1129	
1	513	2688485	1129	
1	229	2803886	1129	
1	229	1528690	1129	
1	229	1339344	1129	
1	229	1506322	1129	
1	84	1458570	1129	
1	490	1003880	1129	
1	490	1003880	1129	
1	490	1003880	1129	
1	490	1286273	1129	
1	282	2920370	1129	
1	196	1079920	1129	
1	1	2867733	1129	
1	166	2685272	1129	
1	166	1569476	1129	
1	166	1430255	1129	
1	166	1570049	1129	
1	141	2658532	1129	
1	141	2592177	1129	
1	141	1547506	1129	
1	141	1512939	1129	
1	145	2697033	1129	
1	155	2860276	1129	
1	137	2907120	1129	
1	137	2907115	1129	
1	309	2696107	1129	
1	309	2811368	1129	
1	309	2606062	1129	
1	309	1477114	1129	
1	399	2659066	1129	
1	537	1233382	1129	
1	537	1541356	1129	
1	537	1079496	1129	
1	399	1403099	1129	
1	140	2937781	1129	
1	172	2571179	1129	
1	172	1438038	1129	
1	172	2968613	1129	
1	140	1478467	1129	
1	140	2916961	1129	
1	324	2919172	1129	
1	99	2858707	1129	
1	25	2018382	1130	
1	25	2889722	1130	
1	25	2695913	1130	
1	218	2786079	1130	
1	218	1042798	1130	
1	505	1541041	1130	
1	505	2721420	1130	
1	513	2890027	1130	
1	509	1274008	1130	
1	341	1486494	1130	
1	341	1117474	1130	
1	341	1505331	1130	
1	513	2568470	1130	
1	248	1572671	1130	
1	248	1243944	1130	
1	388	1150963	1130	
1	290	1458607	1130	
1	44	1458614	1130	
1	414	2693038	1130	
1	388	2237435	1130	
1	388	1344226	1130	
1	388	1063211	1130	
1	388	2879568	1130	
1	149	2716636	1130	
1	149	2584313	1130	
1	149	2956248	1130	
1	149	2887573	1130	
1	128	2464292	1130	
1	249	1291569	1130	
1	249	2962528	1130	
1	249	2890440	1130	
1	291	2962151	1130	
1	341	2896730	1130	
1	341	2697596	1130	
1	75	2586005	1201	
1	481	2586039	1201	
1	193	1514809	1201	
1	193	2945411	1201	
1	24	2780251	1201	
1	397	2628058	1201	
1	397	2238291	1201	
1	145	1339930	1201	
1	145	1183089	1201	
1	276	2585684	1201	
1	477	2915104	1201	
1	477	1126352	1201	
1	121	2585990	1201	
1	453	2747425	1201	
1	453	1356778	1201	
1	453	1487913	1201	
1	453	1356190	1201	
1	121	2685518	1201	
1	121	2852125	1201	
1	121	2851825	1201	
1	121	2940502	1201	
1	121	2647301	1201	
1	248	1083958	1201	
1	248	1514629	1201	
1	54	1552028	1201	
1	147	1475122	1201	
1	147	1475150	1201	
1	147	1490292	1201	
1	147	1475158	1201	
1	146	1310941	1201	
1	289	2707220	1201	
1	267	2604204	1201	
1	258	2884267	1201	
1	139	1516056	1201	
1	343	2842954	1201	
1	343	1264331	1201	
1	187	2964079	1201	
1	37	1515541	1201	
1	37	2647265	1201	
1	166	2649335	1201	
1	513	2890026	1201	
1	319	2968426	1201	
1	319	2229566	1201	
1	319	2919693	1201	
1	339	2947583	1201	
1	432	1523879	1201	
1	432	1433863	1201	
1	432	2755303	1201	
1	432	2716382	1201	
1	516	2698375	1201	
1	516	2844481	1201	
1	334	2657022	1201	
1	481	1091617	1201	
1	358	1193880	1201	
1	358	2721281	1201	
1	146	2817670	1202	
1	359	1492285	1202	
1	505	2698268	1202	
1	505	1152459	1202	
1	515	1172902	1202	
1	26	1111920	1202	
1	219	2956712	1202	
1	219	2950341	1202	
1	219	2893787	1202	
1	1	1177523	1202	
1	405	2852865	1202	
1	405	2681787	1202	
1	405	2832480	1202	
1	15	1515810	1202	
1	15	1247514	1202	
1	413	1117622	1202	
1	49	2601861	1202	
1	77	1485535	1203	
1	353	2826426	1203	
1	353	2938168	1203	
1	361	2885583	1203	
1	126	1276702	1203	
1	126	2875030	1203	
1	357	1295055	1203	
1	357	2655880	1203	
